Artist,Lyrics
Metallica,"40 ContributorsKing Nothing Lyrics[Verse 1]
Wish I may
Wish I might
Have this I wish tonight
Are you satisfied?
Dig for gold
Dig for fame
You dig to make your name
Are you pacified?

[Pre-Chorus]
All the wants you waste
All the things you've chased

[Chorus]
Then it all crashes down
And you break your crown
And you point your finger
But there's no one around
Just want one thing
Just to play the king
But the castle's crumbled
And you're left with just a name
Where's your crown, King Nothing?
Where's your crown?
See Metallica LiveGet tickets as low as $60You might also like[Verse 2]
Hot and cold
Bought and sold
A heart as hard as gold yeah
Are you satisfied?
Wish I might
Wish I may
You wish your life away
Are you pacified?

[Pre-Chorus]
All the wants you waste
All the things you've chased

[Chorus]
Then it all crashes down
And you break your crown
And you point your finger
But there's no one around
Just want one thing
Just to play the king
But the castle's crumbled
And you're left with just a name
Where's your crown, King Nothing?
Where's your crown?
[Post-Chorus]
Oh, nothing
Oh, where's your crown?

[Guitar Solo]

[Bridge]
I wish I may
I wish I might
Have this wish I wish tonight
I want that star
I want it now
I want it all and I don't care how
Careful what you wish
Careful what you say
Careful what you wish
You may regret it
Careful what you wish
You just might get it

[Chorus]
Then it all crashes down
And you break your crown
And you point your finger
But there's no one around
Just want one thing
Just to play the king
But the castle's crumbled
And you're left with just a name
Where's your crown, King Nothing?
[Outro]
Nothing
No, you're just nothing
Where's your crown, King Nothing?
No, you're just nothing
Absolutely nothing
Off to never-never land11Embed"
Metallica,"45 ContributorsAtlas, Rise! Lyrics[Verse 1]
Bitterness and burden
Curses thrust on thee
Solitaire and sorrow
All eternity
Save the Earth and claim perfection
Deem the masses, blame rejection
Hold the pose, feign perception
Grudges break your back

[Pre-Chorus]
All you bear
All you carry
All you bear
Place it right on
Right on me

[Chorus]
Die as you suffer in vain
Own all the grief and the pain
Die as you hold up the skies
Atlas, rise
How does it feel on your own?
Bound by the world all alone
Crushed under heavy skies
Atlas, rise
See Metallica LiveGet tickets as low as $60You might also like[Verse 2]
Crucify and witness
Circling the sun
Bastardized in ruin
What have you become?
Blame the world and blame your maker
Wish 'em to the undertaker
Crown yourself the other savior
So you carry on

[Pre-Chorus]
All you bear
All you carry
All you bear
Place it right on
Right on me

[Chorus]
Die as you suffer in vain
Own all the grief and the pain
Die as you hold up the skies
Atlas, rise
How does it feel on your own?
Bound by the world all alone
Crushed under heavy skies
Crushed under heavy skies
Atlas, rise
[Guitar Solo]

[Verse 3]
Masquerade as maker
Heavy is the crown
Beaten down and broken
Drama wears you down
Overload, the martyr stumbles
Hit the ground and Heaven crumbles
All alone thy fears shall humble
Swallow all your pride

[Pre-Chorus]
All you bear
All you carry
All you bear
Place it right on
Right on me

[Chorus]
Die as you suffer in vain
Own all the grief and the pain
Die as you hold up the skies
Atlas, rise
How does it feel on your own?
Bound by the world all alone
Crushed under heavy skies
Crushed under heavy skies
Atlas, rise8Embed"
Metallica,"28 ContributorsTranslationsDeutschPortuguêsفارسی72 Seasons Lyrics[Verse 1]
Feeding on the wrath of man
Shot down, traumatic
Time haunted by the past
Long gone, dogmatic
Although the die is cast
Shot down, volcanic
But what is gone is gone and done
Look back, psychotic
No chance before this life began

[Pre-Chorus]
Staring into black light
Dominating birthright

[Chorus]
Wrath of man
Leaching through, split in two
Wrath of man
Crash into point of view
Wrath of man
Violence, inheritance
Wrath of man
Thrive upon, feeding on
Seventy-two seasons gone
See Metallica LiveGet tickets as low as $60You might also like[Verse 2]
Feeding on the wrath of man
Shoot back, erratic
Mad seasons take their toll
New mask, chaotic
Completely lost control
Shoot back, fanatic
Wither under looming shadow cast
Slip back, narcotic
Blinded by the ashes of the past

[Pre-Chorus]
Staring into black light
Choking on the stage fright

[Chorus]
Wrath of man
Lеaching through, split in two
Wrath of man
Crash into point of view
Wrath of man
Violence, inhеritance
Wrath of man
Thrive upon, feeding on
Seventy-two seasons gone
[Bridge]
Piercing through, cut in two
Polarize
Point of view crash into
Paralyze

[Verse 3]
Feeding on the wrath of man
Man down, barbaric
Quick fire machine gun thoughts
Deep seed, stigmatic
Some have and some have not
Man down, demonic
No mercy from the ghost within
Turn back, hypnotic
There's breathing out, but not back in

[Pre-Chorus]
Staring into black light
Permanently midnight

[Chorus]
Wrath of man
Leaching through, split in two
Wrath of man
Crash into point of view
Wrath of man
Violence, inheritance
Wrath of man
Thrive upon, feeding on
Seventy-two seasons gone
[Outro]
Feeding on the wrath of manEmbed"
Metallica,"59 ContributorsTranslationsPortuguêsNederlandsDon’t Tread on Me Lyrics[Intro]
Don't tread on me
I said, don't tread on me

[Verse 1]
Liberty or death
What we so proudly hail
Once you provoke her
Rattling of her tail
Never begins it
Never, but once engaged
Never surrenders
Showing the fangs of rage
I said, don't tread on me

[Chorus]
So be it, threaten no more
To secure peace is to prepare for war
So be it, settle the score
Touch me again for the words that you will hear evermore, hey
Don't tread on me

[Verse 2]
Love it or leave it
She with the deadly bite
Quick is the blue tongue
Forked as a lightning strike
Shining with brightness
Always on surveillance
(The eyes, they never close)
Emblem of vigilance
Ooh, no, no, no
Said, don't tread on me
See Metallica LiveGet tickets as low as $60You might also like[Chorus]
So be it, threaten no more
To secure peace is to prepare for war
So be it, settle the score
Touch me again for the words that you will hear evermore
Don't tread on me
[Guitar Solo]

[Chorus]
So be it, threaten no more
To secure peace is to prepare for war

[Verse 3]
Liberty or death
What we so proudly hail
Once you provoke her
Rattling of her tail

[Chorus]
So be it, threaten no more
To secure peace is to prepare for war
So be it, settle the score
Touch me again for the words that you will hear evermore
Don't tread on me9Embed"
Metallica,56 ContributorsOrion LyricsThis song is an instrumental13Embed
Metallica,"49 ContributorsAm I Evil? Lyrics[Instrumental Intro]

[Guitar solo]

[Verse 1]
My mother was a witch, she was burned alive
Thankless little bitch, for the tears I cried
Take her down now, don't wanna see her face
All blistered and burnt, can't hide my disgrace

[Pre-Chorus]
Twenty-seven, everyone was nice
Gotta see them, make them pay the price
See their bodies out on the ice
Take my time

[Chorus]
Am I evil?
Yes, I am
Am I evil?
I am man, yes I am

[Verse 2]
As I watched my mother die, I lost my head
Revenge now I sought, to break with my bread
Takin' no chances, you come with me
I'll split you to the bone, help set you free
See Metallica LiveGet tickets as low as $60You might also like[Pre-Chorus]
Twenty-seven, everyone was nice
Gotta see them, make them pay the price
See their bodies out on the ice
Take my time

[Chorus]
Am I evil?
Yes, I am
Am I evil?
I am man, yes I am
Oh!

[Verse 3]
On with the action now, I'll strip your pride
I'll spread your blood around, I'll see you writhe
Your face is scarred with steel, wounds deep and neat
Like a double dozen before you, smells so sweet

[Chorus]
Am I evil?
Yes, I am
Am I evil?
I am, man

[Verse 4]
I'll make my residence, I'll watch your fire
You can come with me, sweet desire
My face is long forgot, my face not my own
Sweet and timely whore, take me home
[Chorus]
Am I evil?
Yes, I am
Am I evil?
I am, man
Go!

[Guitar solo]

[Verse 5]
My soul is longin' for, await my heir
Sent to avenge my mother, sweep myself
My face is long forgot, my face not my own
Sweet and timely whore, take me home

[Chorus]
Am I evil?
Yes, I am
Am I evil?
I am, man
Am I evil?
Yes, I fuckin' am
Am I evil?
I am man, yeah15Embed"
Metallica,"41 ContributorsMama Said Lyrics[Verse 1]
Mama, she has taught me well
Told me when I was young
""Son, your life's an open book
Don't close it 'fore it's done""
""The brightest flame burns quickest""
Is what I heard her say
A son's heart's owned to Mother
But I must find my way

[Chorus]
Let my heart go
Let your son grow
Mama, let my heart go
Or, let this heart be still (be still)

[Verse 2]
""Rebel,"" my new last name
Wild blood in my veins
Apron strings around my neck
The mark that still remains
Left home at an early age
Of what I heard was wrong
I never asked forgiveness
But what is said is done
See Metallica LiveGet tickets as low as $60You might also like[Chorus]
Let my heart go
Let your son grow
Mama, let my heart go
Or, let this heart be still

[Bridge]
Never I ask of you
But never I gave
But you gave me your emptiness
I now take to my grave
Never I ask of you
But never I gave
But you gave me your emptiness
I now take to my grave
So let this heart be still

[Verse 3]
Mama, now I'm coming home
I'm not all you wished of me
But a mother's love for her son
Unspoken, help me be
I took your love for granted
And all the things you said to me, yeah-yeah
I need your arms to welcome me
But a cold stone's all I see
[Chorus]
Let my heart go
Let your son grow
Mama, let my heart go
Or, let this heart be still
Let my heart go
Mama, let my heart go
You never let my heart go
So, let this heart be still

[Outro]
Never I ask of you
But never I gave
But you gave me your emptiness
I now take to my grave
Never I ask of you
But never I gave
But you gave me your emptiness
I now take to my grave
So, let this heart be still2Embed"
Metallica,"40 ContributorsUntil It Sleeps Lyrics[Verse 1]
Where do I take this pain of mine?
I run but it stays right by my side

[Chorus]
So tear me open and pour me out
There's things inside that scream and shout
And the pain still hates me
So hold me until it sleeps

[Verse 2]
Just like the curse, just like the stray
You feed it once and now it stays
Now it stays

[Pre-Chorus]
So tear me open, but beware
There's things inside without a care
And the dirt still stains me
So wash me until I'm clean
It grips you, so hold me
It stains you, so hold me (yeah)
It hates you, so hold me (yeah)
It holds you, so hold me
Until it sleeps (Until it sleeps)
Until it sleeps
See Metallica LiveGet tickets as low as $60You might also like[Verse 3]
So tell me why you've chosen me?
Don't want your grip, don't want your greed
Don't want it

[Pre-Chorus]
I'll tear me open, make you gone
No more can you hurt anyone
And the fear still shakes me
So hold me until it sleeps
It grips you, so hold me
It stains you, so hold me
It hates you, so hold me (yeah)
It holds you, holds you, holds you
Until it sleeps (Until it sleeps)
Until it sleeps (Until it sleeps, until it sleeps)

[Bridge]
I don't want it, I don't want it
Want it, want it, want it, want it, no, whoa-whoa

[Chorus]
So tear me open, but beware
There's things inside without a care
And the dirt still stains me
So wash me 'til I'm clean
I'll tear me open, make you gone
No longer will you hurt anyone
And the hate still shapes me
So hold me until it sleeps
[Outro]
Until it sleeps, until it sleeps
Until it sleeps, until it sleeps7Embed"
Metallica,"57 ContributorsTranslationsРусскийLeper Messiah Lyrics[Intro: Lars Ulrich]
One, two
One, two, three, four, one

[Verse 1: James Hetfield]
Spineless from the start, sucked into the part
Circus comes to town, you play the lead clown

[Pre-Chorus: James Hetfield]
Please, please, spreading his disease
Living by his story
Knees, knees, falling to your knees
Suffer for his glory, you will

[Chorus: James Hetfield]
Time for lust, time for lie
Time to kiss your life goodbye
Send me money, send me green, heaven you will meet
Make a contribution and you'll get the better seat
Bow to leper messiah

[Verse 2: James Hetfield]
Marvel at his tricks, need your Sunday fix
Blind devotion came, rotting your brain

[Pre-Chorus: James Hetfield]
Chain, chain, join the endless chain
Taken by his glamour
Fame, fame, infection is the game
Stinking drunk with power, we see
See Metallica LiveGet tickets as low as $60You might also like[Chorus: James Hetfield]
Time for lust, time for lie
Time to kiss your life goodbye
Send me money, send me green, heaven you will meet
Make a contribution and you'll get the better seat
Bow to leper messiah

[Bridge: James Hetfield]
Witchery, weakening
Sees the sheep are gathering
Set the trap, hypnotize
Now you follow

[Guitar Solo]

[Outro: James Hetfield]
Time for lust, time for lie
Time to kiss your life goodbye
Send me money, send me green, heaven you will meet
Make a contribution and you'll get the better seat
Lie, lie, lie, lie
Lie, lie, lie, lie11Embed"
Metallica,"39 ContributorsTranslationsРусскийNo Leaf Clover Lyrics[Verse 1]
And it feels right this time
On this crash course with the big time
Pay no mind to the distant thunder
New day fills his head with wonder, boy
Says it feels right this time
Turned around and found the right line
""Good day to be alive, Sir
Good day to be alive,"" he said, yeah

[Chorus]
Then it comes to be that the soothing light at the end of your tunnel
Was just a freight train coming your way, yeah
Then it comes to be that the soothing light at the end of your tunnel
Was just a freight train coming your way, yeah

[Verse 2]
Don't it feel right like this?
All the pieces fall to his wish
""Suck up for that quick reward, boy
Suck up for that quick reward,"" they said

[Chorus]
Then it comes to be that the soothing light at the end of your tunnel
Was just a freight train coming your way
Then it comes to be that the soothing light at the end of your tunnel
Was just a freight train coming your way, yeah
It's coming your way
It's coming your way, yeah yeah
Here it comes
See Metallica LiveGet tickets as low as $60You might also like[Guitar Solo]

[Chorus]
Yeah, then it comes to be that the soothing light at the end of your tunnel
Was just a freight train coming your way, yeah

[Post-Chorus]
Then it comes to be, yeah yeah
Then it comes to be, yeah yeah
Then it comes to be, yeah yeah
Then it comes to be, yeah

Then it comes to be, yeah yeah
Then it comes to be, yeah
Then it comes to be, yeah yeah
Then it comes to be, yeah

[Outro]
Yeah18Embed"
Metallica,"53 ContributorsTranslationsDeutschفارسیPortuguêsLux Æterna Lyrics[Verse 1]
Anticipation
In domination
A sea of hearts beat as one, unified
Magnification
All generations
Approaching thunder awaiting the light

[Pre-Chorus]
Full speed or nothing
Full speed or nothing

[Chorus]
Lux æterna
Lux æterna, yeah

[Verse 2]
Exhilaration
Frenzied sensation
Kindred alliance connected inside
Commiseration
Sonic salvation
Cast out the demons that strangle your life

[Pre-Chorus]
Full speed or nothing
Full speed or nothing
See Metallica LiveGet tickets as low as $60You might also like[Chorus]
Lux æterna
Lux æterna, yeah

[Bridge]
Lux æterna

[Guitar Solo]

[Verse 3]
Emancipation
Kill isolation
Never alone for the feelings alike
Amplification
Lightning the nation
Never alive more than right here tonight

[Pre-Chorus]
Full speed or nothing
Full speed or nothing

[Chorus]
Lux æterna
Lux ætеrna, yeah

[Outro]
Light it5Embed"
Metallica,"60 ContributorsTranslationsEspañolDamage, Inc. Lyrics[Bass Intro]

[Verse 1]
Dealing out the agony within
Charging hard, and no one's going to give in
Living on your knees, conformity
Or dying on your feet for honesty
Inbred, our bodies work as one
Bloody, but never cry submission
Following our instinct not a trend
Go against the grain until the end

[Chorus]
Blood will follow blood
Dying time is here
(Damage Incorporated)

[Verse 2]
Slamming through, don't fuck with razorback
Stepping out? You'll feel our hell on your back
Blood follows blood, and we make sure
Life isn't for you, and we're the cure
Honesty is my only excuse
Try to rob us of it, but it's no use
Steamroller action crushing all
Victim is your name, and you shall fall
See Metallica LiveGet tickets as low as $60You might also like[Chorus]
Blood will follow blood
Dying time is here
(Damage Incorporated)

[Bridge]
We chew and spit you out
We laugh, you scream and shout
All flee, with fear you run
You'll know just where we come from
(Damage Incorporated)
Go

[Guitar Solo]

[Verse 3]
Damage jackals ripping right through you
Sight and smell of this, it gets me going
Know just how to get just what we want
Tear it from your soul in nightly hunt
Fuck it all, and fucking no regrets
Never happy endings on these dark sets
All's fair for Damage Inc., you see
Step a little closer, if you please

[Chorus]
Blood will follow blood
Dying time is here
(Damage Incorporated)23Embed"
Metallica,"48 ContributorsMoth Into Flame Lyrics[Verse 1]
Blacked out
Pop queen, amphetamine
The screams crashed into silence
Tapped out
Doused in the gasoline
The high times going timeless

[Verse 2]
Decadence
Death of the innocence
The pathway starts to spiral
Infamy
All for publicity
Destruction going viral

[Pre-Chorus]
Light it up
Ah, light it up
Another hit erases all the pain
Bulletproof
Ah, kill the truth
You're falling, but you think you're flying high
High again

[Chorus]
Sold your soul
Built a higher wall
Yesterday
Now you're thrown away
Same rise and fall
Who cares at all?
Seduced by fame
A moth into the flame
See Metallica LiveGet tickets as low as $60You might also like[Verse 3]
Twisted
Backstabbing wicked
The delusion absolution
Perjurer
Fame is the murderer
Seduce you into ruin

[Pre-Chorus]
Light it up
Ah, light it up
Another hit erases all the pain
Bulletproof
Ah, tell the truth
You're falling, but you think you're flying high
High again

[Chorus]
Sold your soul
Built a higher wall
Yesterday
Now you're thrown away
Same rise and fall
Who cares at all?
Seduced by fame
A moth into the flame
[Post-Chorus]
Burn!

[Bridge]
Guarantee your name, you go and kill yourself
The vultures feast around you still
Overdose on shame and insecurity
If one won't do that fistful will

[Guitar Solo]

[Verse 4]
Death scene
Black hearse the limousine
A grave filled with seduction
Vaccine
Fame does the murdering
She builds up for destruction

[Pre-Chorus]
So light it up
Ah, light it up
Another hit erases all the pain
Bulletproof
Ah, no excuse
You're falling, but you think you're flying high
High again
[Chorus]
Sold your soul
Built a higher wall
Yesterday
Now you're thrown away
Same rise and fall
Who cares at all?
Seduced by fame
A moth into the flame

[Outro]
Addicted to the fame12Embed"
Metallica,"40 ContributorsMotorbreath Lyrics[Verse 1]
Living and dying, laughing and crying
Once you have seen it, you'll never be the same
Life in the fast lane is just how it seems
Hard and it's heavy, it's dirty and mean

[Chorus]
Motorbreath, it's how I live my life
I can't take it any other way
Motorbreath, the sign of living fast
It is going to take your breath away

[Verse 2]
Don't stop for nothing, it's full speed or nothing
I am taking down you know whatever is in my way
Getting your kicks as you are shooting the line
Sending the shivers up and down my spine

[Chorus]
Motorbreath, it's how I live my life
I can't take it any other way
Motorbreath, the sign of living fast
It is going to take your breath away

[Guitar Solo]
See Metallica LiveGet tickets as low as $60You might also like[Verse 3]
Those people who tell you not to take chances
They are all missing on what life's about
You only live once, so take hold of the chance
Don't end up like others, the same song and dance

[Chorus]
Motorbreath, it's how I live my life
I can't take it any other way
Motorbreath, the sign of living fast
It is going to take your breath away

[Guitar Solo]13Embed"
Metallica,"48 ContributorsHardwired Lyrics[Verse 1]
In the name of desperation
In the name of wretched pain
In the name of all creation, gone insane

[Chorus]
We're so fucked, shit outta luck
Hardwired to self-destruct
Go

[Verse 2]
On the way to paranoia
On the crooked borderline
On the way to the great destroyer, doomed design

[Chorus]
We're so fucked, shit outta luck
Hardwired to self-destruct
Oh

[Guitar Solo]

[Verse 3]
Once upon a planet burning, once upon a flame
Once upon a fear returning all in vain
Do you feel that hope is fading? Do you comprehend?
Do you feel it terminating in the end?
See Metallica LiveGet tickets as low as $60You might also like[Chorus]
We're so fucked
Shit outta luck
Hardwired to self-destruct
Hardwired to self-destruct
Self-destruct
Self-destruct
Self-destruct14Embed"
Metallica,"60 ContributorsTranslationsDeutschFight Fire with Fire Lyrics[Intro]

[Verse 1]
Do unto others
As they've done to you
But what the hell is
This world coming to?

[Verse 2]
Blow the universe
Into nothingness
Nuclear warfare
Shall lay us to rest

[Chorus]
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear
We all shall die

[Verse 3]
Time is like a fuse
Short and burning fast
Armageddon's here
Like said in the past
See Metallica LiveGet tickets as low as $60You might also like[Chorus]
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear

[Instrumental Break]
[Guitar Solo]

[Verse 4]
Soon to fill our lungs
The hot winds of death
The gods are laughing
So take your last breath

[Chorus]
Fight fire with fire
Ending is near
Fight fire with fire
Bursting with fear

[Outro]
Fight fire with fire, fight fire with fire
Fight fire with fire, fight fire with fire
Fight fire with fire, fight fire with fire
Fight fire with fire, fight fire with fire
Fight18Embed"
Metallica,"38 ContributorsHero of the Day Lyrics[Refrain]
Mama, they try and break me

[Verse 1]
The window burns to light the way back home
A light that warms, no matter where they've gone
They're off to find the hero of the day
But what if they should fall by someone's wicked way?

[Bridge]
Still the window burns
Time so slowly turns
And someone there is sighing
Keepers of the flames
Do you feel your name?
Did you hear your babies crying?

[Refrain]
Mama, they try and break me
Still they try and break me

[Verse 2]
Excuse me while I tend to how I feel
These things return to me that still seem real
Now, deservingly, this easy chair
But the rocking stopped by wheels of despair
See Metallica LiveGet tickets as low as $60You might also like[Bridge]
Don't want your aid
But the fist I make
For years can't hold or feel
No, I'm not all me
So please excuse me while I tend to how I feel

[Chorus]
But now the dreams and waking screams
That ever last the night
So build the wall, behind it crawl
And hide until it's light
So can you hear your babies crying now?

[Bridge]
Still the window burns
Time so slowly turns (The window burns)
And someone there is sighing
Keepers of the flames
Did you feel your names?
Did you hear your babies crying?

[Chorus]
But now the dreams and waking screams
That ever last the night
So build a wall, behind it crawl
And hide until it's light
So can't you hear your babies crying now?
[Outro]
Mama, they try and break me
Mama, they try and break me
Mama, they try and break me
Mama, they try
Mama, they try
Mama, they try and break me (Mama, they try and break me)
Mama, they try and break me (Mama, they try and break me)
Mama, they try and break me (Mama, they try and break me)
Mama, they try
Mama, they try...4Embed"
Metallica,"39 ContributorsThe Shortest Straw Lyrics[Verse 1]
Suspicion is your name
Your honesty to blame
Put dignity to shame
Dishonor
Witch-hunt, modern day
Determining decay
The blatant disarray
Disfigure
The public eye’s disgrace
Defying commonplace
Unending paper chase
Unending

[Pre-Chorus]
Deafening
Painstaking
Reckoning
This vertigo it doth bring

[Chorus]
Shortest straw
Challenge liberty
Downed by law
Live in infamy
Rub you raw
Witch-hunt riding through
Shortest straw
This shortest straw has been pulled for you
[Post-Chorus]
Pulled for you (Shortest straw)
Pulled for you (Shortest straw)
Pulled for you (Shortest straw)
Shortest straw has been pulled for you

[Verse 2]
The accusations fly
Discrimination, why?
Your inner self to die
Intruding
Doubt sunk itself in you
Its teeth and talons through
You're living Catch-22
Deluding
A mass hysteria
A megalomania
Reveal dementia
Reveal

[Pre-Chorus]
Secretly
Silently
Certainly
In vertigo you will be
See Metallica LiveGet tickets as low as $60You might also like[Chorus]
Shortest straw
Challenge liberty
Downed by law
Live in infamy
Rub you raw
Witch-hunt riding through
Shortest straw
This shortest straw has been pulled for you

[Post-Chorus]
Pulled for you (Shortest straw)
Pulled for you (Shortest straw)
Pulled for you (Shortest straw)
Shortest straw has been pulled for you

[Guitar Solo]

[Post-Chorus]
(Shortest straw)
Pulled for you (Shortest straw)
Pulled for you (Shortest straw)
Pulled for you (Shortest straw)
Shortest straw has been pulled for you

[Guitar Solo]
[Verse 3]
Behind you, hands are tied
Your being, ostracized
Your hell is multiplied
Upending
The fallout has begun
Oppressive damage done
Your many turned to none
To nothing
You're reaching your nadir
Your will has disappeared
The lie is crystal clear
Defending

[Pre-Chorus]
Channels red
One word said
Blacklisted
With vertigo make you dead

[Chorus]
Shortest straw
Challenge liberty
Downed by law
Live in infamy
Rub you raw
Witch-hunt riding through
Shortest straw
The shortest straw has been pulled for you
Pulled for you4Embed"
Metallica,"46 ContributorsSpit Out the Bone Lyrics[Verse 1]
Come unto me and you will feel perfection
Come unto me and dedicate
Come unto me, you'll never feel rejection
Come unto me and terminate
Remove your heart, it's only good for bleeding
Bleeding through your fragile skin
Remove your thought 'cause it's only for deceiving
Deceiving thoughts destroy within

[Pre-Chorus]
Disappear like man was never here

[Chorus]
Long live machine
The future supreme
Man overthrown
Spit out the bone

[Verse 2]
Plug into me, I guarantee devotion
Plug into me and dedicate
Plug into me and I'll save you from emotion
Plug into me and terminate
Accelerate, utopian solution
Finally cure the Earth of man
Exterminate, speeding up the evolution
Set on course a master plan
See Metallica LiveGet tickets as low as $60You might also like[Pre-Chorus]
Reinvent the earth inhabitant

[Chorus]
Long live machine
The future supreme
Man overthrown
Spit out the bone
[Bass Solo]

[Bridge 1]
The flesh betrays the flesh
Your man has had his time
We lay him down to rest
Machined the new divine

[Guitar Solo]

[Bridge 2]
Stop breathing and dedicate to me
Stop dreaming and terminate for me
All meaning you dedicate to me
All feelings you terminate for me

[Guitar Solo]
[Pre-Chorus]
Disappear like man was never here

[Chorus]
Long live machine
Our future supreme
Your man overthrown
Spit out the bone, yeah11Embed"
Ariana-grande,"402 ContributorsTranslationsTürkçeSvenskaEspañolРусскийPortuguêsPolski한국어DeutschFrançaisNederlandsفارسیthank u, next Lyrics[Verse 1]
Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say, ""Thank you"" to Malcolm
'Cause he was an angel

[Pre-Chorus]
One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look what you taught me
And for that, I say

[Chorus]
Thank you, next (Next)
Thank you, next (Next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Next)
Thank you, next (Next)
Thank you, next (Next)
I'm so fuckin'—
You might also like[Verse 2]
Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We havin' better discussions
I know they say I move on too fast
But this one gon' last
'Cause her name is Ari
And I'm so good with that (So good with that)

[Pre-Chorus]
She taught me love (Love)
She taught me patience (Patience)
How she handles pain (Pain)
That shit's amazing (Yeah, she's amazing)
I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah, I've found)
Ain't no need for searching, and for that, I say

[Chorus]
Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next (Thank you)
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex
[Post-Chorus]
Thank you, next
Thank you, next
Thank you, next
I'm so fuckin'—

[Bridge]
One day I'll walk down the aisle
Holding hands with my mama
I'll be thanking my dad
'Cause she grew from the drama
Only wanna do it once, real bad
Gon' make that shit last
God forbid something happens
Least this song is a smash (Song is a smash)

[Pre-Chorus]
I've got so much love (Love)
Got so much patience (Patience)
And I've learned from the pain (Pain)
I turned out amazing (Turned out amazing)
Say I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah)
Ain't no need for searching
And for that, I say
[Chorus]
Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex

[Post-Chorus]
Thank you, next
Thank you, next
Thank you, next
Yeah, yee
Thank you, next
Thank you, next
Thank you, next
Yeah, yee513Embed"
Ariana-grande,"482 ContributorsTranslationsTürkçeEspañolRomânăPortuguêsPolskiItalianoHebrewΕλληνικάDeutschFrançaisNederlandsDanskفارسیالعربيةРусскийČesky7 rings Lyrics[Verse 1]
Yeah, breakfast at Tiffany's and bottles of bubbles
Girls with tattoos who like getting in trouble
Lashes and diamonds, ATM machines
Buy myself all of my favorite things (Yeah)
Been through some bad shit, I should be a sad bitch
Who woulda thought it'd turn me to a savage?
Rather be tied up with calls and not strings
Write my own checks like I write what I sing, yeah (Yeah)

[Pre-Chorus]
My wrist, stop watchin', my neck is flossy
Make big deposits, my gloss is poppin'
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (Yeah)

[Chorus]
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (Yep)
[Verse 2]
Wearing a ring, but ain't gon' be no ""Mrs.""
Bought matching diamonds for six of my bitches
I'd rather spoil all my friends with my riches
Think retail therapy my new addiction
Whoever said money can't solve your problems
Must not have had enough money to solve 'em
They say, ""Which one?"" I say, ""Nah, I want all of 'em""
Happiness is the same price as red-bottoms
You might also like[Pre-Chorus]
My smile is beamin' (Yeah), my skin is gleamin' (Is gleamin')
The way it shine, I know you've seen it (You've seen it)
I bought a crib just for (Just for) the closet (Closet)
Both his and hers, I want it, I got it, yeah

[Chorus]
I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it (Baby)
You like my hair? Gee, thanks, just bought it (Oh yeah)
I see it, I like it, I want it, I got it (Yep)

[Verse 3]
Yeah, my receipts be lookin' like phone numbers
If it ain't money, then wrong number
Black card is my business card
The way it be settin' the tone for me
I don't mean to brag, but I be like, ""Put it in the bag,"" yeah
When you see them racks, they stacked up like my ass, yeah
Shoot, go from the store to the booth
Make it all back in one loop, gimme the loot
Never mind, I got the juice
Nothing but net when we shoot
Look at my neck, look at my jet
Ain't got enough money to pay me respect
Ain't no budget when I'm on the set
If I like it, then that's what I get, yeah
[Chorus]
I want it, I got it, I want it, I got it (Oh yeah)
I want it, I got it, I want it, I got it (Oh yeah, yeah)
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (I see, yep)470Embed"
